ID,Car MakeID,Car Make,Car ModelID,Car Model,YearID,Year,Mileage,Price,Fuel TypeID,Fuel Type,ColorID,Color,TransmissionID,Transmission,Options/FeaturesID,Options/Features,ConditionID,Condition,Accident,AccidentID
3787,5,Chevrolet,69,Malibu,7,2017,78620,7043.264,1,Electric,0,Black,1,Manual,1,"Backup Camera, Bluetooth",2,Used,Yes,1
3788,25,Subaru,30,Crosstrek,11,2021,21879,27085.528,0,Diesel,3,Gray,0,Automatic,446,"GPS, Sunroof, Backup Camera",0,Like New,Yes,1
3789,5,Chevrolet,31,Cruze,10,2020,99813,30804.88,3,Hybrid,1,Blue,0,Automatic,928,"Remote Start, Sunroof, GPS",0,Like New,Yes,1
3790,2,BMW,114,X3,10,2020,71824,31572.024,3,Hybrid,3,Gray,0,Automatic,786,Remote Start,2,Used,Yes,1
3791,7,Chrysler,25,Charger,5,2015,113086,28357.704,0,Diesel,7,Silver,1,Manual,472,"Heated Seats, Backup Camera",1,New,Yes,1
3792,13,Jaguar,119,XJ,7,2017,105250,15825.432,2,Gasoline,8,White,0,Automatic,157,Bluetooth,0,Like New,Yes,1
3793,14,Kia,79,Optima,3,2013,123411,13811.664,2,Gasoline,8,White,0,Automatic,239,"Bluetooth, Leather Seats, Backup Camera, Heated Seats",0,Like New,Yes,1
3794,18,Mazda,21,CX-9,5,2015,106841,10434.84,1,Electric,3,Gray,1,Manual,628,Leather Seats,2,Used,Yes,1
3795,28,Volkswagen,16,Beetle,10,2020,138737,31215.496,0,Diesel,2,Brown,1,Manual,765,"Leather Seats, Sunroof, Bluetooth",0,Like New,Yes,1
3796,5,Chevrolet,41,Equinox,10,2020,17869,34817.368,1,Electric,9,Yellow,0,Automatic,1080,"Sunroof, Remote Start, Bluetooth",0,Like New,Yes,1
3797,16,Land Rover,93,Range Rover,9,2019,7928,6450.24,3,Hybrid,4,Green,0,Automatic,892,"Remote Start, Leather Seats, Backup Camera",0,Like New,Yes,1
3798,6,Chevy,41,Equinox,11,2021,43468,35181.376,3,Hybrid,0,Black,1,Manual,582,"Heated Seats, Remote Start, Bluetooth",2,Used,Yes,1
3799,26,Tesla,74,Model 3,2,2012,127198,36349.2,0,Diesel,5,Orange,1,Manual,813,"Remote Start, Bluetooth",0,Like New,Yes,1
3800,10,Ford,42,Escape,9,2019,73035,41905.87,2,Gasoline,3,Gray,1,Manual,0,Backup Camera,2,Used,No,0
3801,23,Porsche,83,Panamera,3,2013,71831,37771.432,0,Diesel,9,Yellow,0,Automatic,429,"GPS, Remote Start, Bluetooth, Sunroof",0,Like New,Yes,1
3802,6,Chevy,69,Malibu,3,2013,130940,32153.752,2,Gasoline,7,Silver,1,Manual,367,"GPS, Heated Seats",1,New,Yes,1
3803,13,Jaguar,118,XF,6,2016,129181,34410.784,0,Diesel,5,Orange,1,Manual,378,"GPS, Heated Seats, Leather Seats",1,New,Yes,1
3804,2,BMW,116,X7,11,2021,35767,18320.864,3,Hybrid,0,Black,1,Manual,73,"Backup Camera, Heated Seats, Remote Start, Sunroof",1,New,Yes,1
3805,13,Jaguar,119,XJ,2,2012,24922,22079.504,0,Diesel,3,Gray,1,Manual,288,"Bluetooth, Sunroof",2,Used,Yes,1
3806,18,Mazda,67,MX-5 Miata,6,2016,120332,5526.952,3,Hybrid,0,Black,1,Manual,69,"Backup Camera, Heated Seats, Remote Start",0,Like New,Yes,1
3807,14,Kia,101,Soul,9,2019,41947,20029.21,1,Electric,8,White,0,Automatic,314,GPS,0,Like New,No,0
3808,9,Fiat,5,500X,4,2014,23397,12017.376,3,Hybrid,1,Blue,1,Manual,288,"Bluetooth, Sunroof",0,Like New,Yes,1
3809,1,Audi,11,A4,5,2015,87493,22644.184,0,Diesel,8,White,0,Automatic,466,"GPS, Sunroof, Remote Start",2,Used,Yes,1
3810,9,Fiat,4,500,7,2017,11818,19652.256,3,Hybrid,4,Green,0,Automatic,786,Remote Start,1,New,Yes,1
3811,18,Mazda,20,CX-5,5,2015,68907,23927.32,0,Diesel,4,Green,1,Manual,399,"GPS, Leather Seats, Bluetooth",1,New,Yes,1
3812,26,Tesla,75,Model S,11,2021,50831,33352.616,2,Gasoline,6,Red,0,Automatic,623,"Heated Seats, Sunroof, Remote Start",1,New,Yes,1
3813,12,Hyundai,63,Kona,1,2011,81607,24855.656,1,Electric,2,Brown,1,Manual,367,"GPS, Heated Seats",0,Like New,Yes,1
3814,13,Jaguar,117,XE,5,2015,117353,23182.928,0,Diesel,7,Silver,0,Automatic,157,Bluetooth,1,New,Yes,1
3815,20,Mercedes,54,GLC,4,2014,102228,17980.688,0,Diesel,4,Green,1,Manual,150,"Backup Camera, Sunroof, Leather Seats, Heated Seats",2,Used,Yes,1
3816,28,Volkswagen,85,Passat,11,2021,86114,36319.248,2,Gasoline,6,Red,1,Manual,939,"Remote Start, Sunroof, Leather Seats, Backup Camera",1,New,Yes,1
3817,27,Toyota,103,Tacoma,11,2021,11034,13891.136,1,Electric,8,White,0,Automatic,288,"Bluetooth, Sunroof",1,New,Yes,1
3818,22,Nissan,70,Maxima,10,2020,94443,5804.832,3,Hybrid,5,Orange,0,Automatic,695,"Leather Seats, GPS, Heated Seats, Remote Start",1,New,Yes,1
3819,27,Toyota,29,Corolla,8,2018,44590,30038.64,0,Diesel,2,Brown,0,Automatic,786,Remote Start,1,New,Yes,1
3820,14,Kia,102,Sportage,5,2015,83136,21642.56,3,Hybrid,0,Black,1,Manual,40,"Backup Camera, GPS, Leather Seats, Heated Seats",2,Used,Yes,1
3821,28,Volkswagen,62,Jetta,0,2010,90650,35696.89,1,Electric,4,Green,0,Automatic,786,Remote Start,1,New,No,0
3822,22,Nissan,70,Maxima,3,2013,114127,4035.0,1,Electric,9,Yellow,1,Manual,471,Heated Seats,1,New,Yes,1
3823,1,Audi,11,A4,5,2015,74747,24675.4,0,Diesel,2,Brown,0,Automatic,0,Backup Camera,2,Used,Yes,1
3824,18,Mazda,67,MX-5 Miata,12,2022,17371,25681.632,2,Gasoline,1,Blue,1,Manual,611,"Heated Seats, Sunroof, Bluetooth, Leather Seats",0,Like New,Yes,1
3825,27,Toyota,58,Highlander,9,2019,84332,23513.2,0,Diesel,4,Green,0,Automatic,943,Sunroof,2,Used,Yes,1
3826,16,Land Rover,36,Discovery,1,2011,26530,16251.8,0,Diesel,4,Green,0,Automatic,630,"Leather Seats, Backup Camera, Bluetooth",2,Used,Yes,1
3827,14,Kia,100,Sorento,10,2020,74927,36214.944,3,Hybrid,1,Blue,0,Automatic,428,"GPS, Remote Start, Bluetooth, Leather Seats",1,New,Yes,1
3828,12,Hyundai,99,Sonata,12,2022,12595,16917.224,0,Diesel,7,Silver,1,Manual,488,"Heated Seats, Backup Camera, Remote Start",2,Used,Yes,1
3829,6,Chevy,107,Traverse,0,2010,83756,39796.12,3,Hybrid,6,Red,1,Manual,268,"Bluetooth, Remote Start, GPS",0,Like New,Yes,1
3830,18,Mazda,67,MX-5 Miata,11,2021,60133,9867.4,1,Electric,6,Red,1,Manual,420,"GPS, Remote Start, Backup Camera",2,Used,Yes,1
3831,20,Mercedes,54,GLC,3,2013,30728,26563.608,0,Diesel,5,Orange,0,Automatic,1087,"Sunroof, Remote Start, GPS, Bluetooth",2,Used,Yes,1
3832,11,Honda,27,Civic,8,2018,92102,28352.248,3,Hybrid,5,Orange,0,Automatic,635,"Leather Seats, Backup Camera, GPS",0,Like New,Yes,1
3833,10,Ford,44,Explorer,10,2020,144221,25130.944,0,Diesel,7,Silver,1,Manual,628,Leather Seats,0,Like New,Yes,1
3834,13,Jaguar,117,XE,3,2013,123540,20973.728,2,Gasoline,8,White,0,Automatic,12,"Backup Camera, Bluetooth, Leather Seats",0,Like New,Yes,1
3835,10,Ford,78,Mustang,4,2014,141446,20515.152,2,Gasoline,1,Blue,1,Manual,157,Bluetooth,1,New,Yes,1
3836,27,Toyota,58,Highlander,0,2010,23847,23927.888,0,Diesel,4,Green,0,Automatic,314,GPS,0,Like New,Yes,1
3837,22,Nissan,64,Leaf,5,2015,84801,30213.608,2,Gasoline,8,White,0,Automatic,314,GPS,2,Used,Yes,1
3838,7,Chrysler,1,300,10,2020,90290,9954.888,1,Electric,1,Blue,1,Manual,1002,"Sunroof, GPS, Bluetooth",1,New,Yes,1
3839,22,Nissan,14,Altima,2,2012,147100,20036.192,2,Gasoline,6,Red,0,Automatic,157,Bluetooth,2,Used,Yes,1
3840,11,Honda,48,Fit,4,2014,33277,21865.096,3,Hybrid,0,Black,0,Automatic,655,"Leather Seats, Bluetooth",1,New,Yes,1
3841,10,Ford,44,Explorer,6,2016,94859,37410.832,0,Diesel,4,Green,0,Automatic,919,"Remote Start, Sunroof, Backup Camera, Bluetooth",1,New,Yes,1
3842,16,Land Rover,36,Discovery,11,2021,20819,4066.456,2,Gasoline,8,White,0,Automatic,943,Sunroof,1,New,Yes,1
3843,23,Porsche,104,Taycan,6,2016,93410,39342.656,3,Hybrid,9,Yellow,0,Automatic,944,"Sunroof, Backup Camera",1,New,Yes,1
3844,28,Volkswagen,62,Jetta,4,2014,68136,18827.69,3,Hybrid,8,White,0,Automatic,212,"Bluetooth, Heated Seats, Backup Camera, GPS",2,Used,No,0
3845,12,Hyundai,99,Sonata,8,2018,8568,16338.608,1,Electric,6,Red,1,Manual,103,"Backup Camera, Leather Seats, Sunroof, Heated Seats",1,New,Yes,1
3846,12,Hyundai,96,Santa Fe,7,2017,51957,8860.3,3,Hybrid,8,White,1,Manual,786,Remote Start,0,Like New,No,0
3847,14,Kia,102,Sportage,1,2011,96704,30681.648,2,Gasoline,7,Silver,1,Manual,7,"Backup Camera, Bluetooth, Heated Seats",0,Like New,Yes,1
3848,5,Chevrolet,107,Traverse,6,2016,72105,12885.464,1,Electric,8,White,0,Automatic,629,"Leather Seats, Backup Camera",1,New,Yes,1
3849,28,Volkswagen,57,Golf,4,2014,142492,21263.632,0,Diesel,2,Brown,0,Automatic,628,Leather Seats,2,Used,Yes,1
3850,9,Fiat,4,500,10,2020,125312,39603.456,3,Hybrid,7,Silver,0,Automatic,687,"Leather Seats, GPS, Bluetooth",2,Used,Yes,1
3851,12,Hyundai,96,Santa Fe,8,2018,34154,39551.36,0,Diesel,0,Black,1,Manual,498,"Heated Seats, Bluetooth",0,Like New,Yes,1
3852,26,Tesla,74,Model 3,3,2013,20849,35813.584,1,Electric,0,Black,0,Automatic,314,GPS,1,New,Yes,1
3853,20,Mercedes,18,C-Class,4,2014,116225,14885.232,1,Electric,8,White,0,Automatic,605,"Heated Seats, Sunroof, Backup Camera, GPS",0,Like New,Yes,1
3854,14,Kia,52,Forte,10,2020,41200,30603.472,3,Hybrid,9,Yellow,0,Automatic,377,"GPS, Heated Seats, Bluetooth, Sunroof",2,Used,Yes,1
3855,18,Mazda,67,MX-5 Miata,10,2020,129002,26052.704,3,Hybrid,8,White,1,Manual,435,"GPS, Remote Start, Leather Seats",0,Like New,Yes,1
3856,14,Kia,79,Optima,7,2017,118891,32305.4,3,Hybrid,9,Yellow,0,Automatic,738,"Leather Seats, Remote Start, Backup Camera, Sunroof",2,Used,Yes,1
3857,16,Land Rover,36,Discovery,0,2010,121101,8074.568,2,Gasoline,2,Brown,1,Manual,471,Heated Seats,0,Like New,Yes,1
3858,14,Kia,100,Sorento,2,2012,16922,7425.416,0,Diesel,9,Yellow,0,Automatic,707,"Leather Seats, Heated Seats",2,Used,Yes,1
3859,14,Kia,102,Sportage,11,2021,63562,12476.904,0,Diesel,1,Blue,0,Automatic,445,"GPS, Sunroof",0,Like New,Yes,1
3860,2,BMW,114,X3,6,2016,128645,15066.488,1,Electric,4,Green,1,Manual,314,GPS,1,New,Yes,1
3861,9,Fiat,106,Tipo,12,2022,91639,45388.33,2,Gasoline,0,Black,1,Manual,629,"Leather Seats, Backup Camera",0,Like New,No,0
3862,10,Ford,42,Escape,7,2017,35784,15590.784,1,Electric,5,Orange,1,Manual,251,"Bluetooth, Leather Seats, Heated Seats, Sunroof",1,New,Yes,1
3863,5,Chevrolet,69,Malibu,5,2015,138557,23358.112,1,Electric,4,Green,0,Automatic,1023,"Sunroof, Heated Seats, Backup Camera",0,Like New,Yes,1
3864,13,Jaguar,46,F-Type,0,2010,141094,35152.53,1,Electric,9,Yellow,0,Automatic,514,"Heated Seats, Bluetooth, Remote Start",1,New,No,0
3865,10,Ford,45,F-150,2,2012,132755,33710.792,1,Electric,8,White,1,Manual,104,"Backup Camera, Leather Seats, Sunroof, Remote Start",0,Like New,Yes,1
3866,25,Subaru,80,Outback,4,2014,86148,23394.384,3,Hybrid,9,Yellow,0,Automatic,330,"GPS, Backup Camera, Leather Seats, Sunroof",1,New,Yes,1
3867,23,Porsche,24,Cayenne,4,2014,121759,20691.424,3,Hybrid,9,Yellow,1,Manual,726,"Leather Seats, Heated Seats, Remote Start, GPS",0,Like New,Yes,1
3868,16,Land Rover,111,Velar,1,2011,88269,18954.2,1,Electric,3,Gray,0,Automatic,582,"Heated Seats, Remote Start, Bluetooth",1,New,Yes,1
3869,12,Hyundai,96,Santa Fe,9,2019,124740,26923.872,2,Gasoline,9,Yellow,0,Automatic,786,Remote Start,0,Like New,Yes,1
3870,28,Volkswagen,85,Passat,5,2015,60174,6206.03,2,Gasoline,0,Black,1,Manual,414,"GPS, Leather Seats, Sunroof",1,New,No,0
3871,5,Chevrolet,69,Malibu,9,2019,50982,7903.952,0,Diesel,2,Brown,1,Manual,184,"Bluetooth, GPS",0,Like New,Yes,1
3872,14,Kia,52,Forte,5,2015,47620,15754.568,2,Gasoline,9,Yellow,1,Manual,261,"Bluetooth, Leather Seats, Sunroof, Remote Start",0,Like New,Yes,1
3873,11,Honda,19,CR-V,3,2013,119757,15080.952,0,Diesel,8,White,0,Automatic,157,Bluetooth,1,New,Yes,1
3874,2,BMW,0,3 Series,6,2016,81695,36562.568,3,Hybrid,6,Red,1,Manual,718,"Leather Seats, Heated Seats, GPS",1,New,Yes,1
3875,1,Audi,12,A6,8,2018,125934,19097.44,3,Hybrid,9,Yellow,0,Automatic,420,"GPS, Remote Start, Backup Camera",0,Like New,Yes,1
3876,26,Tesla,75,Model S,1,2011,94776,18030.04,0,Diesel,8,White,0,Automatic,508,"Heated Seats, Bluetooth, GPS, Sunroof",0,Like New,Yes,1
3877,7,Chrysler,113,Voyager,10,2020,34757,35286.2,1,Electric,5,Orange,1,Manual,759,"Leather Seats, Sunroof",0,Like New,No,0
3878,22,Nissan,64,Leaf,4,2014,23924,7725.408,2,Gasoline,6,Red,0,Automatic,1035,"Sunroof, Heated Seats, GPS, Bluetooth",1,New,Yes,1
3879,10,Ford,78,Mustang,2,2012,69212,38040.984,2,Gasoline,7,Silver,0,Automatic,336,"GPS, Backup Camera, Sunroof",2,Used,Yes,1
3880,13,Jaguar,60,I-Pace,12,2022,51879,36060.664,3,Hybrid,6,Red,1,Manual,687,"Leather Seats, GPS, Bluetooth",2,Used,Yes,1
3881,20,Mercedes,54,GLC,2,2012,52053,6476.28,2,Gasoline,3,Gray,0,Automatic,1065,"Sunroof, Leather Seats, Heated Seats, Backup Camera",1,New,No,0
3882,6,Chevy,69,Malibu,4,2014,92156,36851.256,0,Diesel,4,Green,1,Manual,441,"GPS, Remote Start, Sunroof, Backup Camera",0,Like New,Yes,1
3883,13,Jaguar,60,I-Pace,7,2017,60948,36600.12,2,Gasoline,0,Black,0,Automatic,471,Heated Seats,1,New,Yes,1
3884,14,Kia,100,Sorento,10,2020,44424,47524.09,0,Diesel,7,Silver,0,Automatic,978,"Sunroof, Bluetooth, GPS, Heated Seats",1,New,No,0
3885,28,Volkswagen,16,Beetle,12,2022,12857,18311.184,0,Diesel,8,White,1,Manual,1002,"Sunroof, GPS, Bluetooth",0,Like New,Yes,1
3886,1,Audi,89,Q5,6,2016,32480,18256.6,1,Electric,7,Silver,1,Manual,707,"Leather Seats, Heated Seats",1,New,Yes,1
3887,7,Chrysler,38,Dodge Durango,7,2017,19599,8761.888,1,Electric,4,Green,0,Automatic,157,Bluetooth,2,Used,Yes,1
3888,13,Jaguar,119,XJ,1,2011,18226,9357.376,3,Hybrid,7,Silver,1,Manual,786,Remote Start,0,Like New,Yes,1
3889,22,Nissan,70,Maxima,7,2017,126875,35207.416,0,Diesel,2,Brown,1,Manual,399,"GPS, Leather Seats, Bluetooth",0,Like New,Yes,1
3890,25,Subaru,51,Forester,3,2013,123254,33430.776,1,Electric,4,Green,1,Manual,157,Bluetooth,0,Like New,Yes,1
3891,6,Chevy,41,Equinox,1,2011,27289,25065.336,2,Gasoline,4,Green,1,Manual,891,"Remote Start, Leather Seats",0,Like New,Yes,1
3892,18,Mazda,21,CX-9,9,2019,23686,31378.432,2,Gasoline,9,Yellow,1,Manual,64,"Backup Camera, Heated Seats, Leather Seats",1,New,Yes,1
3893,23,Porsche,24,Cayenne,12,2022,25231,18595.168,1,Electric,8,White,0,Automatic,630,"Leather Seats, Backup Camera, Bluetooth",1,New,Yes,1
3894,2,BMW,116,X7,7,2017,91599,32463.152,3,Hybrid,4,Green,0,Automatic,618,"Heated Seats, Sunroof, Leather Seats",0,Like New,Yes,1
3895,5,Chevrolet,69,Malibu,5,2015,141525,36332.928,0,Diesel,4,Green,1,Manual,707,"Leather Seats, Heated Seats",1,New,Yes,1
3896,28,Volkswagen,62,Jetta,8,2018,57696,30390.848,0,Diesel,9,Yellow,0,Automatic,866,"Remote Start, Heated Seats, Backup Camera",0,Like New,Yes,1
3897,5,Chevrolet,31,Cruze,6,2016,141956,18609.248,2,Gasoline,5,Orange,0,Automatic,243,"Bluetooth, Leather Seats, GPS, Backup Camera",0,Like New,Yes,1
3898,10,Ford,42,Escape,12,2022,42518,21443.368,1,Electric,6,Red,0,Automatic,157,Bluetooth,2,Used,Yes,1
3899,13,Jaguar,117,XE,9,2019,45734,30214.15,0,Diesel,1,Blue,1,Manual,524,"Heated Seats, GPS",1,New,No,0
3900,20,Mercedes,9,A-Class,4,2014,122853,33664.648,3,Hybrid,2,Brown,0,Automatic,602,"Heated Seats, Sunroof",2,Used,Yes,1
3901,16,Land Rover,111,Velar,4,2014,90912,13361.064,3,Hybrid,4,Green,0,Automatic,1022,"Sunroof, Heated Seats",2,Used,Yes,1
3902,7,Chrysler,38,Dodge Durango,3,2013,42043,31072.144,2,Gasoline,9,Yellow,0,Automatic,111,"Backup Camera, Remote Start, GPS",2,Used,Yes,1
3903,25,Subaru,80,Outback,10,2020,136381,4916.392,2,Gasoline,2,Brown,0,Automatic,759,"Leather Seats, Sunroof",0,Like New,Yes,1
3904,5,Chevrolet,31,Cruze,2,2012,75434,31997.544,1,Electric,8,White,0,Automatic,775,"Leather Seats, Sunroof, Heated Seats",0,Like New,Yes,1
3905,26,Tesla,75,Model S,11,2021,131975,10460.168,0,Diesel,0,Black,1,Manual,184,"Bluetooth, GPS",0,Like New,Yes,1
3906,1,Audi,10,A3,9,2019,54177,31983.36,0,Diesel,2,Brown,1,Manual,314,GPS,0,Like New,Yes,1
3907,18,Mazda,20,CX-5,11,2021,22955,19194.984,3,Hybrid,8,White,1,Manual,628,Leather Seats,2,Used,Yes,1
3908,20,Mercedes,95,S-Class,6,2016,116698,33280.48,2,Gasoline,7,Silver,1,Manual,1032,"Sunroof, Heated Seats, Bluetooth, Remote Start",0,Like New,Yes,1
3909,2,BMW,0,3 Series,8,2018,27470,11639.08,0,Diesel,6,Red,1,Manual,0,Backup Camera,1,New,Yes,1
3910,2,BMW,116,X7,4,2014,109756,15866.184,1,Electric,6,Red,1,Manual,860,"Remote Start, GPS, Sunroof",1,New,Yes,1
3911,23,Porsche,83,Panamera,10,2020,99546,16787.0,2,Gasoline,2,Brown,1,Manual,379,"GPS, Heated Seats, Leather Seats, Backup Camera",0,Like New,Yes,1
3912,20,Mercedes,9,A-Class,4,2014,85307,24595.632,1,Electric,0,Black,1,Manual,471,Heated Seats,1,New,Yes,1
3913,22,Nissan,70,Maxima,10,2020,71044,39058.064,1,Electric,2,Brown,0,Automatic,703,"Leather Seats, GPS, Sunroof, Backup Camera",0,Like New,Yes,1
3914,13,Jaguar,46,F-Type,11,2021,76673,11656.14,0,Diesel,0,Black,0,Automatic,524,"Heated Seats, GPS",2,Used,No,0
3915,7,Chrysler,113,Voyager,3,2013,139535,7335.192,2,Gasoline,1,Blue,1,Manual,943,Sunroof,0,Like New,Yes,1
3916,12,Hyundai,40,Elantra,0,2010,51309,31591.46,1,Electric,5,Orange,0,Automatic,0,Backup Camera,2,Used,No,0
3917,20,Mercedes,39,E-Class,2,2012,129244,9550.47,1,Electric,7,Silver,0,Automatic,628,Leather Seats,2,Used,No,0
3918,12,Hyundai,96,Santa Fe,11,2021,57889,49311.66,1,Electric,1,Blue,0,Automatic,0,Backup Camera,2,Used,No,0
3919,2,BMW,114,X3,3,2013,56274,31349.208,1,Electric,9,Yellow,0,Automatic,907,"Remote Start, Leather Seats, Heated Seats",2,Used,Yes,1
3920,16,Land Rover,93,Range Rover,5,2015,84349,7879.088,3,Hybrid,5,Orange,0,Automatic,943,Sunroof,2,Used,Yes,1
3921,6,Chevy,98,Silverado,9,2019,71769,20344.64,2,Gasoline,8,White,1,Manual,471,Heated Seats,0,Like New,No,0
3922,6,Chevy,69,Malibu,9,2019,31208,31235.0,2,Gasoline,4,Green,0,Automatic,341,"GPS, Bluetooth",0,Like New,Yes,1
3923,12,Hyundai,99,Sonata,11,2021,114636,16193.632,0,Diesel,1,Blue,1,Manual,1032,"Sunroof, Heated Seats, Bluetooth, Remote Start",1,New,Yes,1
3924,2,BMW,114,X3,1,2011,117550,33737.224,1,Electric,3,Gray,0,Automatic,943,Sunroof,1,New,Yes,1
3925,26,Tesla,77,Model Y,7,2017,25506,8573.936,1,Electric,9,Yellow,0,Automatic,839,"Remote Start, GPS",0,Like New,Yes,1
3926,5,Chevrolet,98,Silverado,7,2017,143581,41688.58,1,Electric,6,Red,1,Manual,131,"Backup Camera, Sunroof",2,Used,No,0
3927,23,Porsche,24,Cayenne,0,2010,76526,7206.624,3,Hybrid,8,White,0,Automatic,966,"Sunroof, Backup Camera, Remote Start, Bluetooth",1,New,Yes,1
3928,6,Chevy,69,Malibu,11,2021,72592,21690.376,1,Electric,6,Red,0,Automatic,242,"Bluetooth, Leather Seats, GPS",2,Used,Yes,1
3929,23,Porsche,68,Macan,5,2015,5317,13377.88,2,Gasoline,4,Green,0,Automatic,394,"GPS, Leather Seats, Backup Camera",0,Like New,Yes,1
3930,23,Porsche,24,Cayenne,6,2016,129981,16106.792,1,Electric,9,Yellow,1,Manual,352,"GPS, Bluetooth, Leather Seats",2,Used,Yes,1
3931,14,Kia,79,Optima,9,2019,97440,18123.416,3,Hybrid,6,Red,0,Automatic,640,"Leather Seats, Backup Camera, Heated Seats",2,Used,Yes,1
3932,5,Chevrolet,41,Equinox,1,2011,60082,9348.48,3,Hybrid,9,Yellow,0,Automatic,54,"Backup Camera, Heated Seats, Bluetooth",0,Like New,Yes,1
3933,9,Fiat,106,Tipo,1,2011,126436,35753.512,3,Hybrid,4,Green,0,Automatic,580,"Heated Seats, Remote Start, Backup Camera, Leather Seats",2,Used,Yes,1
3934,11,Honda,19,CR-V,11,2021,75717,12156.96,3,Hybrid,1,Blue,1,Manual,443,"GPS, Remote Start, Sunroof, Heated Seats",0,Like New,Yes,1
3935,25,Subaru,61,Impreza,3,2013,94782,25490.88,1,Electric,7,Silver,0,Automatic,860,"Remote Start, GPS, Sunroof",2,Used,Yes,1
3936,7,Chrysler,38,Dodge Durango,9,2019,93312,22091.904,0,Diesel,2,Brown,1,Manual,839,"Remote Start, GPS",2,Used,Yes,1
3937,9,Fiat,106,Tipo,11,2021,126036,29339.608,1,Electric,7,Silver,1,Manual,472,"Heated Seats, Backup Camera",1,New,Yes,1
3938,28,Volkswagen,57,Golf,1,2011,86849,36295.44,2,Gasoline,3,Gray,0,Automatic,216,"Bluetooth, Heated Seats, GPS",1,New,Yes,1
3939,7,Chrysler,113,Voyager,7,2017,107072,9293.16,0,Diesel,5,Orange,1,Manual,157,Bluetooth,0,Like New,Yes,1
3940,27,Toyota,58,Highlander,2,2012,132109,33647.85,3,Hybrid,6,Red,0,Automatic,1098,"Sunroof, Remote Start, Leather Seats, GPS",0,Like New,No,0
3941,23,Porsche,83,Panamera,9,2019,133057,19421.22,2,Gasoline,2,Brown,0,Automatic,0,Backup Camera,0,Like New,No,0
3942,28,Volkswagen,62,Jetta,7,2017,49454,33756.304,0,Diesel,3,Gray,1,Manual,157,Bluetooth,1,New,Yes,1
3943,1,Audi,11,A4,7,2017,18073,22481.464,0,Diesel,8,White,0,Automatic,378,"GPS, Heated Seats, Leather Seats",2,Used,Yes,1
3944,9,Fiat,4,500,0,2010,52012,25065.144,1,Electric,6,Red,0,Automatic,991,"Sunroof, Bluetooth, Remote Start",2,Used,Yes,1
3945,5,Chevrolet,107,Traverse,9,2019,19369,29498.568,1,Electric,7,Silver,0,Automatic,472,"Heated Seats, Backup Camera",1,New,Yes,1
3946,27,Toyota,58,Highlander,9,2019,134639,16417.552,1,Electric,7,Silver,1,Manual,780,"Leather Seats, Sunroof, Remote Start",2,Used,Yes,1
3947,20,Mercedes,39,E-Class,3,2013,147615,36098.472,3,Hybrid,7,Silver,0,Automatic,498,"Heated Seats, Bluetooth",2,Used,Yes,1
3948,6,Chevy,98,Silverado,12,2022,18911,24129.528,1,Electric,0,Black,0,Automatic,862,"Remote Start, GPS, Sunroof, Bluetooth",1,New,Yes,1
3949,22,Nissan,64,Leaf,0,2010,57781,21476.31,0,Diesel,3,Gray,0,Automatic,655,"Leather Seats, Bluetooth",0,Like New,No,0
3950,26,Tesla,74,Model 3,12,2022,123983,7997.104,0,Diesel,0,Black,0,Automatic,943,Sunroof,1,New,Yes,1
3951,20,Mercedes,95,S-Class,2,2012,62603,6413.032,3,Hybrid,9,Yellow,0,Automatic,0,Backup Camera,2,Used,Yes,1
3952,10,Ford,42,Escape,3,2013,146994,24055.92,3,Hybrid,2,Brown,1,Manual,945,"Sunroof, Backup Camera, Bluetooth",1,New,Yes,1
3953,26,Tesla,76,Model X,6,2016,86162,13735.544,2,Gasoline,0,Black,0,Automatic,555,"Heated Seats, Leather Seats, Backup Camera, Sunroof",0,Like New,Yes,1
3954,26,Tesla,77,Model Y,2,2012,85259,41326.35,0,Diesel,1,Blue,1,Manual,628,Leather Seats,2,Used,No,0
3955,2,BMW,114,X3,10,2020,95440,26429.448,1,Electric,7,Silver,0,Automatic,471,Heated Seats,2,Used,Yes,1
3956,20,Mercedes,95,S-Class,10,2020,100739,31615.776,0,Diesel,5,Orange,1,Manual,635,"Leather Seats, Backup Camera, GPS",2,Used,Yes,1
3957,27,Toyota,103,Tacoma,11,2021,131046,12153.288,0,Diesel,5,Orange,0,Automatic,897,"Remote Start, Leather Seats, Bluetooth",0,Like New,Yes,1
3958,6,Chevy,22,Camaro,2,2012,83629,24753.36,3,Hybrid,5,Orange,0,Automatic,509,"Heated Seats, Bluetooth, Leather Seats",1,New,Yes,1
3959,27,Toyota,23,Camry,0,2010,34334,39351.856,1,Electric,3,Gray,1,Manual,89,"Backup Camera, Leather Seats, GPS, Sunroof",0,Like New,Yes,1
3960,22,Nissan,14,Altima,5,2015,32485,32747.368,3,Hybrid,6,Red,0,Automatic,367,"GPS, Heated Seats",2,Used,Yes,1
3961,23,Porsche,83,Panamera,5,2015,19326,8822.12,1,Electric,2,Brown,0,Automatic,628,Leather Seats,2,Used,Yes,1
3962,5,Chevrolet,98,Silverado,11,2021,76907,7809.776,2,Gasoline,1,Blue,1,Manual,628,Leather Seats,1,New,Yes,1
3963,9,Fiat,37,Doblo,2,2012,94539,33431.696,3,Hybrid,7,Silver,1,Manual,771,"Leather Seats, Sunroof, GPS, Backup Camera",1,New,Yes,1
