ID,Car MakeID,Car ModelID,YearID,Mileage,Price,Fuel TypeID,ColorID,TransmissionID,Options/FeaturesID,ConditionID,AccidentID
4356,6,98,1,115841,35876.16,1,7,1,236,2,1
4357,2,115,10,25953,9373.22,1,5,0,445,2,1
4358,6,22,4,34115,8593.83,1,9,0,459,2,1
4359,28,85,11,95058,14815.99,3,7,1,839,1,1
4360,14,101,12,142999,42522.09,0,0,0,970,1,0
4361,12,63,11,117526,35897.34,1,4,1,786,0,1
4362,27,92,0,55430,34848.08,1,5,1,550,1,1
4363,13,46,0,54103,21671.53,2,2,0,367,0,1
4364,27,29,3,149125,32124.84,0,5,0,1032,0,1
4365,10,78,10,87023,31046.47,2,0,1,576,2,0
4366,26,76,6,42629,10800.63,1,6,0,0,1,1
4367,13,117,10,16574,38579.18,2,5,0,157,1,1
4368,26,75,11,48728,5530.54,0,2,1,157,0,1
4369,25,30,1,122174,8195.30,2,0,1,923,0,1
4370,7,38,11,31115,31682.83,3,1,0,388,0,1
4371,16,111,10,136768,17142.39,3,6,0,943,0,1
4372,27,29,5,18946,9534.26,1,7,0,602,0,1
4373,10,50,2,77190,36935.95,3,2,1,291,2,1
4374,18,21,6,71674,18822.46,2,3,0,314,2,1
4375,27,23,11,33767,11622.19,3,3,0,544,0,1
4376,26,75,3,52302,9301.72,0,1,1,891,0,1
4377,26,76,5,16640,8161.82,1,0,1,965,0,1
4378,25,80,0,18228,5286.62,1,2,0,576,1,1
4379,22,97,9,67582,26433.37,0,3,0,944,0,1
4380,18,73,1,88894,38925.12,1,7,0,312,2,1
4381,12,40,11,60571,7947.30,0,5,0,471,1,1
4382,6,41,4,72140,17973.85,1,6,0,628,2,1
4383,16,43,11,83206,34694.04,1,8,0,294,1,1
4384,2,114,12,122649,12985.74,3,6,0,770,1,1
4385,14,52,12,132504,6985.10,3,2,0,1048,1,1
4386,13,119,5,114681,34575.36,2,4,0,138,0,1
4387,18,21,1,27267,33514.94,0,5,0,183,1,1
4388,26,76,8,67246,4805.00,3,7,0,341,1,1
4389,7,25,8,111971,39585.70,2,5,1,603,1,1
4390,25,51,4,88141,27744.96,3,3,0,801,1,1
4391,12,108,8,68072,5960.94,0,7,0,1038,2,1
4392,22,94,9,30393,29885.21,2,5,1,315,1,1
4393,5,31,11,47882,37688.17,3,5,0,67,0,1
4394,16,36,8,28313,22375.04,3,0,1,314,0,0
4395,26,76,0,50746,5917.71,3,1,1,309,1,1
4396,1,10,10,22393,22070.93,2,6,0,628,1,1
4397,26,74,10,49174,29971.73,1,5,0,314,0,1
4398,26,75,1,98120,27778.04,2,2,0,262,0,1
4399,26,77,11,115233,38220.62,1,4,0,112,2,1
4400,6,98,3,109116,37984.40,3,3,1,137,1,1
4401,9,5,11,8915,35165.46,0,1,0,997,2,1
4402,13,60,10,104247,23564.27,2,8,1,943,0,1
4403,7,38,2,124948,35294.54,2,5,1,971,2,1
4404,25,61,9,122943,24904.22,1,2,1,710,0,0
4405,10,78,5,13911,37956.48,3,5,0,737,1,0
4406,22,97,12,79062,28883.63,0,4,1,1017,2,1
4407,26,76,4,110549,5135.93,1,8,0,393,0,0
4408,20,18,10,92102,22502.40,3,5,0,576,2,1
4409,5,107,10,95837,16012.06,3,4,0,880,1,1
4410,9,106,11,22939,33971.27,2,4,0,509,1,1
4411,28,85,9,25640,24266.58,3,3,1,1011,1,1
4412,5,69,9,143525,26724.65,3,1,1,876,1,1
4413,9,84,1,114458,37605.39,3,9,0,652,0,1
4414,2,115,2,31487,21748.34,3,4,1,0,1,0
4415,23,8,7,34150,4261.27,1,2,0,842,2,1
4416,11,13,1,68515,7766.85,3,6,1,1007,1,1
4417,13,118,4,28566,37777.90,3,3,0,273,0,1
4418,2,115,3,59117,37609.78,1,7,0,157,0,1
4419,25,30,3,11162,28849.15,3,1,0,132,2,1
4420,27,23,7,82216,13428.76,1,8,1,0,2,1
4421,2,114,5,65556,18314.26,3,6,1,887,2,1
4422,16,36,3,74400,7902.79,1,8,1,793,0,0
4423,12,99,5,11424,24546.66,1,1,1,461,2,1
4424,9,5,9,72501,26931.34,3,7,0,432,1,1
4425,9,106,1,50343,19453.45,1,1,1,0,0,1
4426,5,98,5,17766,46841.85,2,4,0,917,1,0
4427,11,19,9,62679,11034.30,3,7,1,471,2,0
4428,9,5,11,81828,39229.86,2,8,0,736,1,1
4429,16,93,10,49554,13657.13,2,4,1,1088,2,1
4430,27,103,9,27382,7415.93,0,2,0,38,1,1
4431,20,54,3,26579,36607.10,0,7,1,498,1,1
4432,14,79,12,76476,29874.78,2,2,1,617,1,1
4433,6,98,8,146101,10235.02,0,3,1,943,0,1
4434,20,9,2,132980,5175.88,3,3,1,733,1,0
4435,11,19,2,118455,11198.26,0,4,0,347,1,1
4436,11,48,12,132176,37890.33,1,9,1,309,2,1
4437,2,114,6,86837,11733.87,1,0,0,587,0,1
4438,18,20,2,96696,11809.38,0,8,1,210,0,1
4439,14,79,9,101742,19366.45,2,5,1,1049,0,0
4440,1,12,10,123087,4993.20,3,4,0,471,0,1
4441,25,51,2,11888,14827.17,3,9,0,658,0,1
4442,7,25,6,35710,16545.80,0,6,1,786,0,1
4443,6,22,8,51031,4767.89,3,5,0,315,2,1
4444,11,19,2,35151,4140.82,1,8,0,950,2,1
4445,20,18,11,46108,21636.27,0,2,0,314,1,1
4446,27,29,2,130617,25516.66,0,7,1,788,2,1
4447,20,39,6,13899,15441.45,0,3,0,1034,2,0
4448,26,77,12,145025,7748.15,2,7,0,288,0,1
4449,27,92,8,101777,41982.76,0,6,1,786,1,0
4450,5,41,10,138752,18999.30,3,6,0,2,2,1
4451,1,10,1,102853,39726.66,2,1,1,1048,0,1
4452,14,102,10,10607,31174.22,0,7,1,236,2,1
4453,11,48,10,120759,23475.23,3,9,0,865,0,1
4454,7,1,10,89940,32915.13,2,2,1,314,0,1
4455,23,8,9,26878,30701.63,2,1,1,900,1,1
4456,1,10,2,57951,13565.42,1,0,1,690,0,1
4457,6,69,0,103404,7956.96,1,3,0,17,1,1
4458,1,90,2,106295,15708.70,1,0,1,625,1,1
4459,6,22,4,63465,7174.94,3,3,0,0,2,1
4460,6,22,1,33186,4172.80,3,1,0,754,1,1
4461,14,52,9,87375,6890.53,2,2,1,446,2,1
4462,1,12,4,67505,18425.41,2,1,1,341,0,1
4463,9,84,0,142497,5680.65,2,6,0,114,0,1
4464,20,39,1,109219,20942.98,0,4,1,524,0,1
4465,23,68,0,93282,30376.67,2,4,1,943,1,0
4466,23,8,0,32409,19898.05,3,7,0,839,1,1
4467,6,69,5,61397,30075.63,1,2,1,79,0,1
4468,2,116,5,118933,17867.78,1,3,0,786,0,1
4469,11,87,8,148734,22502.86,2,6,1,681,2,1
4470,2,116,7,15437,26614.42,0,6,1,619,2,1
4471,5,69,5,144220,23593.78,2,2,0,1004,1,1
4472,6,22,7,136823,34947.75,1,8,1,877,0,1
4473,22,70,12,95495,25897.57,3,7,1,273,1,1
4474,6,41,12,120459,24454.41,1,0,1,786,1,1
4475,2,3,0,10627,16050.26,1,3,1,839,1,1
4476,25,61,3,149613,36517.48,3,1,0,625,0,1
4477,11,19,10,82989,10542.50,0,0,1,943,0,1
4478,14,102,1,31861,39926.82,1,7,0,1048,0,1
4479,12,40,10,115496,30457.46,2,0,0,786,1,1
4480,25,30,2,59084,34835.61,0,7,0,943,0,1
4481,23,24,6,94997,16087.74,2,1,0,210,0,1
4482,22,70,7,6426,6960.38,0,1,0,314,2,1
4483,5,69,10,63394,5551.20,3,9,1,0,1,1
4484,14,100,3,34672,31366.27,1,4,1,938,2,1
4485,6,69,5,55679,28711.81,1,5,0,85,1,1
4486,14,100,11,113778,13122.86,3,0,1,524,0,1
4487,20,39,2,30184,19625.57,2,9,0,786,1,1
4488,12,108,7,73906,38880.16,2,8,1,0,1,1
4489,6,98,11,56126,18066.47,2,9,0,582,2,0
4490,14,101,6,106769,37405.77,3,8,1,854,1,1
4491,1,89,0,64809,14982.53,1,9,1,971,1,1
4492,5,41,0,17401,47074.23,0,3,0,458,1,0
4493,26,75,10,55492,30494.62,1,0,1,314,2,1
4494,2,3,2,47386,24886.89,2,2,0,935,2,0
4495,11,27,10,35568,30197.03,2,9,0,314,1,1
4496,9,4,0,73789,18124.99,2,7,0,22,2,1
4497,25,65,12,109989,29562.39,2,6,0,1022,2,1
4498,5,41,7,143752,12283.46,0,2,0,655,1,1
4499,22,64,8,147709,35207.47,2,9,1,1090,2,1
4500,12,108,3,97407,38653.55,0,5,0,839,0,1
4501,5,69,5,66986,13330.10,1,2,0,471,1,1
4502,16,43,10,127025,23588.74,2,5,0,576,1,1
4503,22,94,10,80910,14023.68,1,5,1,790,2,1
4504,12,40,11,73806,10376.46,1,9,0,770,2,1
4505,13,117,3,58210,32414.80,2,3,0,993,2,1
4506,11,13,11,97168,15612.54,1,8,1,1048,2,1
4507,27,103,12,127839,24863.00,0,6,1,787,2,0
4508,9,5,4,109945,24135.07,0,6,1,786,0,1
4509,9,4,12,54886,23764.18,0,5,0,461,2,1
4510,9,106,4,144518,33735.33,1,7,0,29,0,0
4511,2,3,6,39894,20581.83,1,4,1,622,1,1
4512,5,69,3,137487,33815.26,1,3,1,471,0,1
4513,22,64,9,123591,16346.33,2,0,1,629,0,1
4514,22,94,5,79427,16011.17,2,0,0,315,2,1
4515,16,111,4,31249,11361.06,0,6,1,0,2,1
4516,7,38,9,66395,4856.83,0,8,0,498,2,1
4517,2,114,6,111832,36961.49,3,6,1,79,2,1
4518,18,21,7,80896,6173.14,2,6,1,499,0,1
4519,25,51,5,96760,25284.07,2,8,0,692,1,1
4520,5,69,3,71186,28644.56,0,4,1,996,0,1
4521,25,30,10,91051,36965.68,1,3,0,90,1,1
4522,1,11,9,73253,36750.35,1,9,0,247,1,1
4523,1,10,12,149596,34233.56,1,7,0,819,1,1
4524,14,102,3,107711,7420.19,0,8,1,865,2,0
4525,6,107,11,111512,35553.59,2,0,0,1,0,1
4526,28,85,11,56293,5151.60,0,1,1,943,1,1
4527,26,77,0,125718,26967.42,3,3,0,394,1,1
4528,28,62,7,64452,25675.67,3,9,0,28,1,1
4529,9,4,11,99052,35114.13,0,3,1,157,2,1
4530,1,12,7,32382,16712.49,3,9,1,124,1,0
4531,7,82,10,57305,20419.75,2,0,1,157,2,1
4532,13,119,11,66769,12271.26,1,9,0,483,0,1
4533,16,43,2,127491,35658.88,3,9,1,261,0,1
4534,25,30,12,120542,24009.20,3,1,1,770,1,1
4535,1,11,6,140770,17285.94,1,8,1,943,1,1
4536,16,35,4,133631,23715.00,1,4,0,184,0,1
4537,27,23,1,12096,12448.89,0,0,1,430,2,0
4538,2,115,0,26408,27290.14,1,9,1,603,2,1
4539,25,80,9,76851,35900.26,0,5,0,262,1,1
4540,6,98,4,130262,30983.13,2,9,0,58,2,1
4541,22,70,6,80524,9889.02,1,8,1,628,2,1
4542,18,67,1,88467,33660.18,1,4,1,943,0,1
4543,5,107,7,44092,8735.50,0,0,1,655,1,1
4544,22,94,3,120203,38055.60,2,5,0,53,2,1
4545,12,96,11,136494,5652.90,0,5,1,944,0,1
4546,20,9,11,39571,27724.77,1,2,1,31,1,1
4547,23,68,1,95758,15549.66,3,2,0,328,0,0
4548,16,93,0,9267,4496.44,0,2,1,606,2,1
4549,22,97,5,87186,11291.10,0,8,0,105,1,1
4550,1,10,9,10473,14215.92,1,5,0,759,1,0
4551,11,13,4,72906,8974.71,2,4,0,157,2,1
4552,6,107,10,76047,23509.97,0,8,0,629,2,1
4553,28,105,12,108596,8300.62,3,0,0,747,2,1
4554,26,77,12,88363,29764.52,0,0,1,304,0,1
4555,11,87,0,18440,35438.51,3,3,1,74,1,1
4556,20,18,3,133874,13110.38,1,6,0,707,0,1
4557,10,45,6,6161,33906.29,0,6,1,598,0,1
4558,14,102,5,141002,19903.55,3,0,1,655,0,1
4559,26,75,7,14771,10636.50,1,6,1,1000,0,1
4560,23,104,1,45210,38441.09,2,9,1,0,1,0
4561,9,84,2,46915,16798.19,0,9,1,575,0,0
4562,10,45,7,10962,6291.11,3,7,1,995,0,1
4563,14,79,0,114742,20318.70,1,3,1,389,2,1
4564,13,60,11,140068,5883.29,2,8,1,576,2,1
4565,27,23,8,61204,12076.81,2,5,1,876,1,1
4566,20,95,10,55887,5971.82,0,5,0,697,1,1
4567,23,24,1,44585,46926.31,1,6,1,503,2,0
4568,26,75,11,51508,27117.18,0,9,0,865,2,1
4569,7,38,6,60224,35472.05,2,6,1,1075,1,1
4570,25,51,0,63347,23542.35,3,2,0,1018,2,1
4571,9,106,11,111681,34482.47,1,3,1,0,2,1
4572,14,79,0,32732,16349.74,0,9,0,693,0,1
4573,16,35,2,93463,27642.26,0,1,0,914,1,0
4574,5,98,10,95136,34333.34,0,9,0,471,1,1
4575,22,70,4,22770,30216.53,3,1,0,818,0,1
4576,11,87,7,127200,7945.58,1,4,0,1028,0,1
4577,23,68,12,20970,26095.18,0,3,1,943,2,1
4578,28,105,12,46494,26112.94,2,9,1,157,1,1
4579,26,74,8,21874,7074.08,2,6,0,315,0,1
4580,5,31,3,129937,27017.28,2,2,1,733,2,1
4581,12,40,11,140058,7184.44,0,1,0,514,1,1
4582,22,94,11,79342,31674.06,3,8,1,262,2,1
4583,23,83,1,124433,15225.20,3,4,1,839,0,1
4584,18,72,3,128832,19446.58,0,1,1,210,0,1
4585,9,5,0,147765,27155.34,3,2,0,27,2,0
4586,5,98,2,111389,11821.32,2,7,1,628,0,1
4587,18,73,2,90100,39017.41,2,2,0,632,1,0
4588,26,77,10,53047,32711.60,0,5,1,210,1,1
4589,11,27,0,74566,12840.49,2,2,0,628,2,1
4590,28,105,9,109159,27706.66,3,9,0,943,1,1
4591,5,107,11,74858,7259.14,0,9,1,1024,1,0
4592,16,36,4,31662,29667.54,3,9,0,326,2,1
4593,27,92,11,76254,39708.09,3,7,0,0,2,1
4594,22,14,5,110681,29280.57,1,2,0,314,2,0
4595,10,78,5,50768,29695.93,3,8,0,404,0,0
4596,12,63,3,35841,27835.22,0,9,0,473,0,1
4597,12,40,3,8502,25381.99,1,5,0,1096,0,0
4598,9,37,7,132125,22725.82,2,9,1,27,1,1
4599,18,21,2,110995,31171.85,1,6,0,569,0,1
4600,13,119,4,144672,4540.58,3,0,1,195,2,1
4601,9,4,9,99913,17763.88,2,7,1,471,2,1
4602,22,64,2,38234,23358.74,1,4,0,787,2,1
4603,26,76,1,26497,27874.24,1,5,1,53,1,1
4604,10,50,8,71371,18099.90,2,9,0,210,2,1
4605,1,10,5,55190,6893.86,0,4,0,1059,1,1
4606,22,97,10,109089,9679.48,0,4,1,174,1,0
4607,20,9,9,130008,39794.33,2,4,1,194,2,1
4608,28,85,11,129458,10989.07,0,0,1,283,2,1
4609,28,105,10,126149,4840.53,2,5,1,158,2,1
4610,14,101,4,65723,37438.07,3,7,1,986,1,1
4611,13,119,0,27136,37494.23,1,4,0,0,0,1
4612,10,50,2,123120,49419.03,0,6,0,1059,2,0
4613,25,61,11,112232,5406.54,3,3,0,266,1,1
4614,16,111,3,63949,12162.49,2,3,0,814,2,1
4615,12,63,10,48145,22061.17,0,6,1,676,0,1
4616,9,37,11,27981,5258.73,2,6,0,314,2,1
4617,27,29,2,114611,22963.40,2,9,0,211,2,0
4618,7,82,6,42655,38322.11,3,4,1,897,1,1
4619,10,45,2,39894,33267.45,2,7,0,173,0,1
4620,2,116,7,108581,38538.98,2,4,0,629,0,0
4621,27,23,10,17701,31498.34,3,6,0,294,0,1
4622,6,98,4,103371,16939.89,2,9,1,393,1,0
4623,20,39,1,88586,34735.66,0,3,1,786,0,1
4624,13,46,1,12817,42786.70,0,9,1,943,1,0
4625,22,64,11,112047,29010.18,0,1,1,944,2,1
4626,18,72,2,142823,14435.36,3,1,1,314,0,1
4627,11,27,10,26218,13451.71,1,8,1,692,1,1
4628,7,113,5,76192,24493.87,3,6,1,211,2,1
4629,7,82,4,87063,9321.33,2,6,0,392,1,1
4630,26,77,0,80506,47409.78,2,8,0,965,1,0
4631,9,37,5,42819,6910.99,2,5,1,252,2,1
4632,12,96,11,140585,17815.62,0,8,0,824,2,1
4633,1,10,1,9636,16498.89,3,9,0,576,2,1
4634,25,65,0,127061,39617.35,3,3,1,803,1,1
4635,6,107,10,92499,6974.37,1,8,0,428,0,1
4636,27,103,6,39015,20637.31,0,8,1,1022,0,1
4637,28,57,8,66401,9615.50,3,8,0,900,0,1
4638,23,24,11,40901,36233.68,0,6,0,1080,0,1
4639,27,29,8,19731,32582.26,1,3,0,393,2,1
4640,7,113,1,16433,33306.60,2,6,1,341,0,1
4641,10,44,8,18999,33434.30,0,3,0,314,2,1
4642,16,35,6,137074,14502.26,3,7,1,655,2,1
4643,5,31,7,107275,22812.54,3,7,1,237,2,1
4644,5,31,7,94463,4830.03,0,8,1,177,1,1
4645,5,41,1,116245,22342.03,1,8,0,126,2,0
4646,2,3,2,10703,30322.08,0,7,1,393,0,1
4647,22,14,4,69325,22624.13,0,4,0,229,1,1
4648,20,9,3,83000,36863.59,3,4,0,17,1,1
4649,11,87,12,118011,39685.82,1,4,0,524,0,1
4650,26,77,12,138757,37365.56,2,3,1,944,2,1
4651,23,83,1,10529,25699.34,2,7,1,824,1,0
4652,1,11,7,83384,33037.52,2,5,1,314,2,1
4653,14,102,8,12212,6308.80,2,5,1,786,1,1
4654,2,115,6,137910,11696.90,2,7,1,445,1,1
4655,10,50,10,23129,40012.22,3,2,1,252,0,0
4656,11,87,8,37867,30439.89,2,2,1,0,2,1
4657,27,29,10,69823,10232.08,2,6,1,971,1,1
4658,11,27,2,67939,33222.38,0,3,0,902,0,1
4659,23,24,12,25609,38171.07,1,4,0,889,1,0
4660,2,116,8,134744,23243.36,0,7,0,263,2,1
4661,20,18,8,32945,12004.46,2,8,1,0,0,1
4662,7,113,3,72085,33631.07,0,7,0,943,0,1
4663,25,61,12,131561,9930.60,3,8,1,628,1,0
4664,2,3,5,66316,31132.78,1,5,0,786,0,1
4665,23,104,4,95892,27991.74,1,7,1,759,1,1
4666,13,119,10,6518,8666.62,2,4,1,760,0,1
4667,20,54,4,76042,20789.58,2,2,0,223,0,0
4668,27,92,3,8900,18971.82,1,3,0,314,2,1
4669,16,43,2,91948,19997.04,1,3,0,236,1,1
4670,22,64,7,37913,39194.86,3,5,0,897,1,1
4671,27,29,2,122252,37627.93,1,4,0,1012,1,1
4672,13,117,5,143374,35742.49,3,7,0,786,1,1
4673,5,98,0,85055,4439.57,0,1,1,707,1,1
4674,6,69,10,60263,23908.70,1,1,1,341,1,1
4675,25,51,8,56974,18505.10,3,2,1,818,2,1
4676,9,84,9,23586,25807.21,3,5,1,576,2,1
4677,28,85,12,87626,30127.04,0,8,1,970,0,1
4678,7,1,2,146983,11523.66,3,0,1,655,0,1
4679,5,107,12,14093,25715.95,2,7,1,84,2,1
4680,23,8,12,98385,28385.02,1,2,0,786,1,1
4681,25,61,10,75848,39548.46,3,7,0,584,1,1
4682,23,68,12,64151,16543.38,0,5,0,648,0,1
4683,28,16,5,115613,34449.02,2,7,0,0,1,1
4684,28,105,6,14527,16317.14,3,9,1,401,2,1
4685,26,76,4,30591,15241.33,3,2,1,210,2,1
4686,5,107,1,80041,27134.10,0,9,0,0,0,1
4687,26,74,12,26041,29264.64,3,9,1,812,0,1
4688,11,27,7,21596,23148.23,2,4,1,944,0,1
4689,13,117,8,127405,28714.76,2,7,0,845,2,1
4690,22,14,9,21931,24986.74,1,2,1,943,2,1
4691,28,57,6,25944,15214.15,0,9,1,404,1,1
4692,16,43,12,136452,24365.59,0,9,0,471,2,1
4693,26,76,7,77374,12056.08,2,5,0,483,1,1
4694,22,97,0,36592,36002.22,0,5,1,1048,0,1
4695,1,12,0,139214,6566.63,3,4,1,472,1,1
4696,14,101,9,9837,39012.44,1,3,0,576,0,1
4697,16,93,3,99347,24465.62,1,5,1,175,0,1
4698,5,98,2,67353,14141.82,3,6,1,391,2,1
4699,23,24,3,92576,9012.54,1,1,1,787,1,1
4700,6,69,0,88970,20894.48,3,8,1,137,0,1
4701,10,44,6,71839,18826.93,1,4,1,1033,2,1
4702,1,10,12,115812,22110.24,3,9,1,550,2,1
4703,28,16,7,93103,32759.48,0,6,0,786,2,1
4704,9,106,9,59668,8531.97,2,1,1,510,1,1
4705,18,67,3,122812,30514.08,2,1,1,0,1,1
4706,25,61,8,147736,4768.38,1,4,0,157,2,1
4707,25,61,4,90609,17602.30,3,4,0,1048,2,1
4708,6,22,3,42476,32666.08,0,8,0,419,1,1
4709,26,77,9,148913,41678.00,2,3,1,543,2,0
4710,26,75,5,122271,34006.51,0,9,1,314,2,1
4711,5,107,2,39022,26287.18,2,0,0,471,1,1
4712,28,85,7,75025,29684.87,1,6,1,314,2,1
4713,26,75,8,40257,11066.86,3,2,1,79,2,1
4714,25,65,3,27951,12589.09,2,6,0,1022,1,1
4715,23,24,11,111059,6525.70,2,3,1,0,2,1
4716,28,85,6,27867,36623.42,1,5,0,314,2,1
4717,18,67,9,80617,27812.65,0,2,0,471,1,1
4718,9,37,11,137275,24859.20,1,5,0,314,2,1
4719,10,44,9,140756,28783.36,2,9,0,576,1,1
4720,13,46,11,120294,22677.97,2,0,1,0,0,1
4721,6,98,4,75626,13013.38,1,1,1,2,0,1
4722,13,60,5,148899,13465.28,3,6,0,419,1,1
4723,9,4,5,120126,46074.72,2,6,1,806,2,0
4724,28,62,0,44984,39391.20,1,8,1,696,1,1
4725,5,31,8,81921,14138.08,2,5,1,389,0,1
4726,6,69,11,54013,24268.30,3,8,0,212,0,1
4727,10,45,11,85896,6281.10,2,5,0,445,0,1
4728,14,79,1,130501,18888.52,0,7,0,314,0,1
4729,28,16,6,11455,33671.41,1,4,0,577,0,1
4730,12,40,7,8766,36917.25,0,6,1,0,0,1
4731,23,104,8,120666,15932.67,0,4,0,195,1,1
4732,26,75,5,149703,34345.15,0,0,0,436,1,0
4733,20,54,8,41541,11139.06,2,4,0,471,0,1
4734,14,101,0,138185,37795.77,0,8,1,943,1,1
4735,1,12,3,94572,34212.08,0,3,0,824,2,1
4736,23,68,10,115288,26543.07,0,1,0,628,1,1
4737,10,50,8,26320,22031.75,1,5,1,786,1,1
4738,25,51,9,44845,16984.26,2,2,1,912,2,1
4739,20,39,3,22618,10342.06,0,5,1,945,2,1
4740,10,42,2,7557,33731.99,2,7,0,869,2,0
4741,23,104,5,22122,11644.68,0,3,1,498,0,1
4742,9,4,4,118971,10098.60,0,6,0,471,2,0
4743,23,104,8,64196,17354.47,2,9,1,314,1,0
4744,27,92,11,62780,31915.53,3,1,1,681,2,1
4745,14,52,3,68193,34592.34,3,7,0,650,1,1
4746,1,89,10,46566,13193.46,2,6,0,1022,1,1
4747,12,63,1,144733,15258.59,2,6,0,368,1,0
4748,7,113,5,132996,39376.94,1,8,0,471,0,1
4749,5,31,4,52512,7979.74,1,2,0,943,2,1
4750,26,76,4,133766,20860.60,0,9,1,341,2,1
4751,14,79,12,101162,30668.90,3,6,1,341,0,1
4752,26,76,9,76421,29986.49,1,2,0,279,2,0
4753,13,118,1,73985,26703.98,2,8,0,0,1,1
4754,1,11,3,28804,8160.40,1,6,1,149,0,0
4755,25,51,4,137632,18754.56,1,1,0,231,0,0
4756,12,108,0,139946,9321.61,0,5,0,418,2,1
4757,7,1,10,140109,23273.70,2,9,0,157,1,1
4758,18,73,5,94975,14591.85,1,4,1,393,1,1
4759,5,41,8,63437,39394.27,0,9,0,759,0,0
4760,28,62,2,104550,16692.46,1,2,0,628,0,1
4761,26,75,1,12636,22278.21,1,3,0,708,0,1
4762,16,93,7,64095,21570.70,1,2,0,997,2,1
4763,2,115,2,82644,31346.92,3,8,0,406,2,1
4764,22,97,3,69814,20995.20,0,7,1,210,0,1
4765,6,22,4,35035,34770.62,1,9,1,471,2,1
4766,23,68,9,40393,9184.79,0,2,1,53,0,1
4767,14,79,10,72897,7828.10,2,5,0,608,0,1
4768,14,101,5,44363,39847.01,2,9,1,885,1,1
4769,28,57,5,65450,21836.34,0,0,1,943,0,1
4770,10,45,9,91151,23096.09,2,3,0,733,2,1
4771,2,0,2,110799,16923.09,1,9,1,100,0,1
4772,18,21,3,90390,38042.70,2,4,0,394,2,1
4773,7,113,12,78228,40123.02,0,2,0,960,0,0
4774,14,100,9,93071,35242.52,0,0,1,778,0,1
4775,16,111,9,46416,46841.06,3,6,0,0,1,0
4776,2,114,6,120152,11876.22,0,0,1,2,2,1
4777,28,85,7,130604,38166.82,2,3,1,607,1,0
4778,9,4,11,119083,8954.93,3,8,1,786,1,1
4779,18,73,0,15122,39548.98,0,1,0,148,2,1
4780,25,51,9,53524,6673.12,3,5,0,1022,2,1
4781,7,38,7,119762,14894.44,2,6,1,262,2,0
4782,25,65,5,5522,6657.72,1,9,1,865,0,0
4783,18,72,6,112893,35118.04,2,5,1,150,2,1
4784,13,119,6,65468,26446.31,3,1,1,996,1,1
4785,27,103,5,101412,5502.99,2,5,1,787,1,0
4786,7,82,1,22388,20539.90,0,5,0,943,1,1
4787,13,60,10,136735,30147.85,3,0,0,943,0,1
4788,25,61,0,49851,23881.67,2,8,0,498,1,1
4789,28,105,6,26861,39007.39,3,7,0,1099,0,1
4790,14,101,0,83304,36649.48,0,1,0,0,1,1
4791,7,82,2,108647,36043.59,2,9,1,990,0,1
4792,20,54,9,149927,47976.76,2,9,0,1059,2,0
4793,9,5,6,75222,34531.31,3,7,0,477,2,1
4794,1,90,9,25383,29259.73,3,5,0,471,0,1
4795,10,45,1,122414,24486.72,3,4,1,628,2,1
4796,5,98,0,70527,28801.54,3,3,0,655,1,1
4797,12,99,2,12760,25687.18,2,8,1,576,0,1
4798,1,89,11,11078,10096.77,1,6,1,131,1,1
4799,12,108,5,46753,15856.34,1,0,1,491,0,1
4800,25,61,9,89823,4940.22,0,4,0,618,2,1
4801,10,42,11,31038,14323.22,0,6,1,891,1,1
4802,16,111,5,143555,24790.15,1,9,0,118,2,1
4803,6,107,2,63466,32373.99,3,0,0,943,0,1
4804,1,11,3,115680,13140.60,2,4,1,628,2,1
4805,9,4,2,125745,32656.39,3,2,0,188,0,1
4806,20,54,2,123364,33862.41,2,1,1,629,2,0
4807,27,23,4,28697,13222.83,0,8,1,425,2,1
4808,11,13,2,8679,5208.09,3,7,1,158,1,1
4809,13,60,1,65038,14741.25,0,0,0,1080,0,1
4810,13,118,2,88021,7045.14,1,0,1,699,0,1
4811,26,75,1,125110,24607.50,0,3,1,943,2,1
4812,22,14,3,90854,26919.54,0,6,0,461,0,1
4813,13,118,4,19620,18076.28,3,7,1,1048,1,1
4814,27,23,12,88867,37418.97,0,8,0,393,1,1
4815,20,9,0,71332,28034.40,2,1,1,1,1,1
4816,20,18,6,41573,22138.50,0,3,1,840,1,1
4817,23,24,8,93054,15993.61,3,9,0,471,1,1
4818,11,87,8,116448,11063.50,1,5,1,538,0,1
4819,25,65,5,88347,40294.85,0,0,0,445,1,0
4820,1,12,6,107403,20989.83,1,2,1,435,1,1
4821,9,5,10,145613,28648.17,2,6,1,556,1,1
4822,23,104,6,88762,28800.47,1,3,1,164,1,1
4823,12,63,8,16507,17931.58,2,3,0,69,2,1
4824,28,85,0,108705,5395.93,3,2,0,352,2,1
4825,1,90,8,9843,10743.74,2,9,1,0,0,1
4826,16,36,5,65248,4719.62,0,1,0,356,0,1
4827,7,25,5,66360,23466.86,2,8,1,655,2,1
4828,26,75,2,98713,28402.88,1,6,1,970,1,0
4829,5,41,1,38734,28182.30,2,0,1,473,0,1
4830,27,29,10,83292,39041.48,2,6,0,943,0,0
4831,1,89,7,132035,28420.38,3,1,0,471,2,1
4832,28,105,0,122140,10850.77,3,8,0,550,0,1
4833,28,62,4,84533,37275.96,2,8,0,594,0,1
4834,20,9,1,76799,16136.18,2,0,0,697,2,1
